Library Name,State,Visits,Total Programs,Circulation
ENTERPRISE CITY LIBRARY,OR,18532,,24524
SHERWOOD PUBLIC LIBRARY,OR,126149,,400942
OREGON TRAIL LIBRARY DISTRICT,OR,9432,,26161
WARRENTON COMMUNITY LIBRARY,OR,9066,,11840
BANKS PUBLIC LIBRARY,OR,18022,,76781
GARDEN HOME COMMUNITY LIBRARY,OR,50843,,221810
LANE LIBRARY DISTRICT,OR,399,,50759
NORTH PLAINS PUBLIC LIBRARY,OR,21718,,73015
HOOD RIVER COUNTY LIBRARY DISTRICT,OR,39305,,162771
IONE LIBRARY DISTRICT,OR,1752,,2856
SHERMAN COUNTY PUBLIC/SCHOOL LIBRARY,OR,3058,,11313
NORTH POWDER CITY LIBRARY,OR,912,,978
HALSEY CITY LIBRARY,OR,851,,254
HAPPY VALLEY PUBLIC LIBRARY,OR,252387,,696459
ALOHA COMMUNITY LIBRARY,OR,29463,,187698
C. GILES HUNT MEMORIAL LIBRARY,OR,7123,,16641
LOWER UMPQUA LIBRARY DISTRICT,OR,2200,,22123
NORTH DOUGLAS LIBRARY DISTRICT,OR,4567,,12320
ROSEBURG PUBLIC LIBRARY,OR,32554,,110106
OAKLAND PUBLIC LIBRARY,OR,793,,1385
YONCALLA PUBLIC LIBRARY,OR,443,,1916
SILETZ PUBLIC LIBRARY,OR,4523,,7671
WEST SLOPE COMMUNITY LIBRARY,OR,22371,,179588
WINSTON PUBLIC LIBRARY,OR,24963,,5589
BROWNSVILLE FREE PUBLIC LIBRARY,PA,11435,56,10110
CARNEGIE FREE LIBRARY,PA,31707,83,23676
GERMAN MASONTOWN PUB LIBRARY,PA,9575,172,9995
UNIONTOWN PUBLIC LIBRARY,PA,37028,120,56889
FLENNIKEN PUBLIC LIBRARY,PA,11832,183,18035
EVA K BOWLBY PUBLIC LIBRARY,PA,144808,967,46187
BENTLEYVILLE PUBLIC LIBRARY,PA,10020,221,16405
CALIFORNIA AREA PUBLIC LIBRARY,PA,4136,88,6227
FRANK SARRIS PUBLIC LIBRARY,PA,19266,346,99680
JOHN K TENER LIBRARY,PA,7452,0,8525
DONORA PUBLIC LIBRARY,PA,9981,24,4885
CITIZENS LIBRARY,PA,104650,237,130541
FREDERICKTOWN AREA PUBLIC LIBRARY,PA,4824,44,6675
CHARTIERS-HOUSTON COM LIBRARY,PA,7933,140,18100
MARIANNA COMMUNITY PUBLIC LIB,PA,2675,32,1444
HERITAGE PUBLIC LIBRARY,PA,15381,35,13806
MONONGAHELA AREA LIBRARY,PA,30901,600,24133
PETERS TOWNSHIP PUBLIC LIBRARY,PA,100730,668,324972
AVELLA AREA LIBRARY CENTER,PA,2790,18,775
AVALON PUBLIC LIBRARY,PA,21974,346,51991
BALDWIN BOROUGH PUBLIC LIBRARY,PA,53307,468,76050
BETHEL PARK PUBLIC LIBRARY,PA,96316,1315,314048
BRIDGEVILLE PUBLIC LIBRARY,PA,35547,771,90542
ANDREW CARNEGIE FREE LIBRARY,PA,67627,311,75157
CLAIRTON PUBLIC LIBRARY,PA,12430,182,7713
CORAOPOLIS MEMORIAL LIBRARY,PA,33022,282,53310
CRAFTON PUBLIC LIBRARY,PA,33273,194,53324
DORMONT PUBLIC LIBRARY,PA,10964,223,55126
C.C. MELLOR MEMORIAL LIBRARY,PA,37210,1038,229702
GREEN TREE PUBLIC LIBRARY,PA,33900,136,68483
JEFFERSON HILLS PUBLIC LIBRARY,PA,15990,243,57352
CARNEGIE LIBRARY OF MCKEESPORT,PA,22264,451,105410
MONROEVILLE PUBLIC LIBRARY,PA,175334,805,289658
MOON TOWNSHIP PUBLIC LIBRARY,PA,50084,782,282634
MT. LEBANON PUBLIC LIBRARY,PA,248872,1391,709292
NORTH VERSAILLES PUBLIC LIBRARY,PA,7590,147,27752
OAKMONT CARNEGIE LIBRARY,PA,108642,365,101953
COOPER-SIEGEL COMMUNITY LIBRARY,PA,85689,1105,326385
PENN HILLS LIBRARY,PA,76730,853,205370
CARNEGIE LIBRARY OF PITTSBURGH,PA,1223424,1951,3402839
NORTHERN TIER REGIONAL LIBRARY,PA,55353,661,258260
NORTHLAND PUBLIC LIBRARY AUTHORITY,PA,197030,629,1238947
SHALER NORTH HILLS LIBRARY,PA,91000,1397,444369
SOUTH PARK TOWNSHIP LIBRARY,PA,41036,681,117981
SPRINGDALE FREE PUBLIC LIBRARY,PA,13443,232,35357
CARNEGIE FREE LIBRARY OF SWISSVALE,PA,29971,411,78672
UPPER ST. CLAIR TOWNSHIP LIBRARY,PA,106588,266,296580
WILKINSBURG PUBLIC LIBRARY,PA,12526,623,86564
COMMUNITY LIBRARY OF CASTLE SHANNON,PA,80409,282,52712
PLEASANT HILLS PUBLIC LIBRARY,PA,56908,501,112960
SEWICKLEY PUBLIC LIBRARY,PA,144802,1055,347380
BUTLER AREA PUBLIC LIBRARY,PA,92000,242,105226
EVANS CITY PUBLIC LIBRARY,PA,10314,104,10551
MARS AREA PUBLIC LIBRARY,PA,83538,244,60742
SOUTH BUTLER COMMUNITY LIBRARY,PA,23852,411,45585
ZELIENOPLE PUBLIC LIBRARY,PA,16500,424,40849
F D CAMPBELL MEMORIAL LIBRARY,PA,5891,147,7365
ELLWOOD CITY AREA PUB LIBRARY,PA,18080,163,82080
NEW CASTLE PUBLIC LIBRARY,PA,59240,955,107925
GREENVILLE AREA PUBLIC LIBRARY,PA,16135,367,26707
GROVE CITY COMMUNITY LIBRARY,PA,31127,352,49552
MERCER AREA LIBRARY,PA,17603,149,29280
COMMUNITY LIBRARY OF THE SHENANGO VALLEY,PA,52146,732,42506
CAMBRIDGE SPRINGS PUB LIBRARY ASSOCIATION,PA,7258,48,17765
MARGARET SHONTZ MEM LIBRARY,PA,7214,72,14176
JAMES A STONE MEMORIAL LIBRARY,PA,4890,78,9899
LINESVILLE COMMUNITY PUBLIC LIBRARY,PA,5478,216,15487
SAEGERTOWN AREA LIBRARY,PA,1820,115,20020
"BENSON MEMORIAL LIBRARY, INC.",PA,29969,136,52147
ALBION AREA PUBLIC LIBRARY,PA,5922,63,15550
CORRY PUBLIC LIBRARY,PA,26526,171,60116
MCCORD MEMORIAL LIBRARY,PA,20540,201,40919
UNION CITY PUBLIC LIBRARY,PA,6356,81,19866
WATERFORD PUBLIC LIBRARY,PA,5600,41,17147
SHEFFIELD TOWNSHIP LIBRARY,PA,2877,61,4763
SUGAR GROVE FREE LIBRARY,PA,3645,144,8005
"TIDIOUTE LIBRARY ASSOCIATION, INC.",PA,2734,66,4415
WARREN LIBRARY ASSOCIATION,PA,45901,152,90383
YOUNGSVILLE PUBLIC LIBRARY,PA,13121,226,8805
CLARION FREE LIBRARY,PA,10920,79,27825
FOXBURG FREE LIBRARY ASSOC,PA,2930,26,4452
KNOX PUBLIC LIBRARY,PA,7576,54,18530
REDBANK VALLEY PUBLIC LIBRARY,PA,7889,91,11163
ECCLES LESHER MEMORIAL LIBRARY,PA,10955,128,9355
DUBOIS PUBLIC LIBRARY,PA,13746,216,43356
MENGLE MEMORIAL LIBRARY,PA,6771,80,9644
REBECCA M ARTHURS MEM LIBRARY,PA,15630,175,20709
PUNXSUTAWNEY MEMORIAL LIBRARY,PA,17198,208,23882
REYNOLDSVILLE PUBLIC LIBRARY,PA,5952,41,3296
SUMMERVILLE PUBLIC LIBRARY,PA,3534,37,4076
OIL CITY LIBRARY,PA,64080,451,111676
MURRYSVILLE COMMUNITY LIBRARY,PA,56312,285,116417
GREENSBURG HEMPFIELD AREA LIB,PA,59664,682,144383
NORWIN PUB LIB ASSOC,PA,61350,273,165331
JEANNETTE PUBLIC LIBRARY,PA,12308,20,14847
ADAMS MEMORIAL LIBRARY,PA,71455,262,109902
LIGONIER VALLEY LIBRARY,PA,46479,76,65526
MONESSEN PUBLIC LIBRARY,PA,20204,126,11256
MT PLEASANT FR PUB LIB ASSOC,PA,22839,249,22013
NEW FLORENCE COMMUNITY LIBRARY,PA,9592,94,11187
PEOPLES LIBRARY,PA,27418,235,35783
BELLE VERNON PUBLIC LIBRARY,PA,7370,38,7329
SCOTTDALE PUBLIC LIBRARY,PA,30563,426,35055
TRAFFORD COMMUNITY PUBLIC LIB,PA,4905,56,3769
VANDERGRIFT PUB LIBRARY ASSOC,PA,2699,88,20976
BEDFORD SYS ADMIN UNIT,PA,31555,78,39053
EVERETT FREE LIBRARY,PA,35931,113,19181
SAXTON COMMUNITY LIBRARY,PA,4571,141,7980
BELLWOOD ANTIS PUBLIC LIBRARY,PA,8606,76,12263
CLAYSBURG AREA PUB LIBRARY INC,PA,4736,16,8478
MARTINSBURG COMMUNITY LIBRARY,PA,8541,127,22531
ROARING SPRING COMM LIBRARY,PA,12100,102,5243
TYRONE-SNYDER TWNSHP PUB LIB,PA,10000,94,19813
WILLIAMSBURG PUBLIC LIBRARY,PA,2249,10,5617
CARROLLTOWN PUBLIC LIBRARY,PA,3391,59,4535
CRESSON PUBLIC LIBRARY,PA,3104,26,5198
EBENSBURG FREE PUBLIC LIBRARY,PA,11460,104,22577
GALLITZIN PUBLIC LIBRARY,PA,2756,23,3001
HASTINGS PUBLIC LIBRARY,PA,1250,13,2988
CAMBRIA SYS ADMIN UNIT,PA,118081,405,114218
LILLY WASHINGTON PUB LIBRARY,PA,8405,258,20709
NANTY GLO PUBLIC LIBRARY,PA,5928,29,10069
PATTON PUBLIC LIBRARY,PA,3120,59,9095
PORTAGE PUBLIC LIBRARY,PA,4123,45,9506
HIGHLAND COMMUNITY LIBRARY,PA,19153,127,39436
SOUTH FORK PUBLIC LIBRARY,PA,4024,46,2799
NORTHERN CAMBRIA PUBLIC LIBRARY,PA,5184,128,6940
BEAVERDALE PUBLIC LIBRARY,PA,4185,118,6153
MEYERSDALE PUBLIC LIBRARY,PA,13260,50,12456
SOMERSET COUNTY LIBRARY,PA,55839,622,102200
MARY S BIESECKER PUB LIBRARY,PA,8122,120,19456
WINDBER PUBLIC LIBRARY,PA,6689,40,9107
BARBARA MOSCATO BROWN MEMORIAL LIBRARY,PA,13970,142,17166
JOHNSONBURG PUBLIC LIBRARY,PA,365,51,8516
RIDGWAY FREE PUBLIC LIBRARY,PA,6224,84,14425
SAINT MARYS PUBLIC LIBRARY,PA,32011,204,40741
BRADFORD AREA PUBLIC LIBRARY,PA,28370,407,31566
FRIENDS MEMORIAL LIBRARY,PA,5834,71,5887
MOUNT JEWETT MEMORIAL LIBRARY,PA,5020,108,2535
SAMUEL W SMITH MEM PUB LIBRARY,PA,9570,440,18245
HAMLIN MEMORIAL LIBRARY,PA,6827,88,11598
COUDERSPORT PUBLIC LIBRARY,PA,12520,86,14655
GALETON PUBLIC LIBRARY,PA,4577,49,8326
GENESEE AREA LIBRARY,PA,1199,49,1652
OSWAYO VALLEY MEMORIAL LIBRARY,PA,3748,54,6967
ULYSSES LIBRARY,PA,3922,39,7220
CENTRE CO LIB & HIST MUSEUM,PA,81937,1067,214868
SCHLOW CENTRE REGION LIBRARY,PA,170837,541,674690
JOSEPH & ELIZABETH SHAW PUBLIC LIBRARY,PA,21112,147,20260
CLEARFIELD COUNTY PUBLIC LIBRARY,PA,8192,55,21862
ANNIE HALENBAKE ROSS LIBRARY,PA,28803,313,50975
FULTON COUNTY LIBRARY,PA,27685,323,48945
HUNTINGDON COUNTY LIBRARY,PA,30210,174,59776
JUNIATA COUNTY LIBRARY,PA,30895,116,51795
MIFFLIN COUNTY LIBRARY,PA,28817,182,78172
ADAMS SYS ADMIN UNIT,PA,169176,1844,407261
ALEXANDER HAMILTON MEMORIAL FREE LIBRARY,PA,52677,559,46863
DILLSBURG AREA PUBLIC LIBRARY,PA,39442,289,86693
GUTHRIE MEMORIAL LIBRARY - HANOVER'S PUBLIC LIBRARY,PA,103603,616,170415
KALTREIDER-BENFER LIBRARY,PA,21865,176,59097
PAUL SMITH LIBRARY OF SOUTHERN YORK COUNTY,PA,59541,218,110997
MASON DIXON PUBLIC LIBRARY,PA,28796,134,38007
YORK SYS ADMIN UNIT,PA,267093,1557,765305
MOORES MEMORIAL LIBRARY,PA,18041,246,57770
ELIZABETHTOWN PUBLIC LIBRARY,PA,132052,338,186966
EPHRATA PUBLIC LIBRARY,PA,171433,603,370110
LANCASTER PUBLIC LIBRARY,PA,136361,524,568942
LITITZ PUBLIC LIBRARY,PA,142940,716,366609
MILANOF-SCHOCK LIBRARY,PA,63296,621,191043
EASTERN LANCASTER COUNTY LIB,PA,52277,313,158299
ANNVILLE FREE LIBRARY,PA,32403,602,86873
MYERSTOWN COMMUNITY LIBRARY,PA,39793,160,72083
PALMYRA PUBLIC LIBRARY,PA,93139,403,124526
RICHLAND COMMUNITY LIBRARY,PA,3586,185,14917
BETHEL TULPEHOCKEN PUBLIC LIBRARY,PA,21839,171,105342
BOONE AREA LIBRARY,PA,24629,243,55960
VILLAGE LIBRARY OF MORGANTOWN,PA,48373,212,51967
HAMBURG PUBLIC LIBRARY,PA,34369,40,69431
READING PUBLIC LIBRARY,PA,142507,1916,168347
ROBESONIA COMMUNITY LIBRARY,PA,16394,183,28993
SINKING SPRING PUBLIC LIBRARY,PA,38078,133,77559
MUHLENBERG COMMUNITY LIBRARY,PA,40247,278,57045
WERNERSVILLE PUBLIC LIBRARY,PA,21239,278,53122
SPRING TOWNSHIP LIBRARY,PA,63235,461,112800
WYOMISSING PUBLIC LIBRARY,PA,37540,489,55045
CLEVE J. FREDRICKSEN LIBRARY,PA,196010,1532,557810
BOSLER FREE LIBRARY,PA,161775,1073,348400
JOSEPH T. SIMPSON PUBLIC LIBRARY,PA,161086,2849,482966
AMELIA S GIVIN LIBRARY,PA,83980,404,110418
NEW CUMBERLAND PUBLIC LIBRARY,PA,98601,443,149821
JOHN GRAHAM PUBLIC LIBRARY,PA,17813,172,48488
SHIPPENSBURG PUBLIC LIBRARY,PA,113022,886,185925
HERSHEY PUBLIC LIBRARY,PA,106271,1131,283098
DAUPHIN COUNTY LIBRARY SYSTEM,PA,477796,1200,905033
MIDDLETOWN PUBLIC LIBRARY,PA,25103,531,40120
MARYSVILLE RYE LIB ASSOCIATION,PA,9100,95,3568
MCBRIDE MEMORIAL LIBRARY,PA,47362,201,50888
BLOOMSBURG PUBLIC LIBRARY,PA,45450,215,75373
COLUMBIA COUNTY TRAVELING LIBRARY AUTHORITY,PA,23000,176,34731
THOMAS BEAVER FREE LIBRARY,PA,24600,438,35545
MONTGOMERY HOUSE WARRIOR RUN AREA PUBLIC LIBR,PA,6231,287,12395
MILTON PUBLIC LIBRARY,PA,12192,402,32807
MOUNT CARMEL PUBLIC LIBRARY,PA,16721,80,23207
PRIESTLEY FORSYTH MEM LIBRARY,PA,23215,214,14829
RALPHO TOWNSHIP PUBLIC LIBRARY,PA,2600,18,5596
SHAMOKIN & COAL TWP PUB LIB,PA,15000,124,12189
DEGENSTEIN COMMUNITY LIBRARY,PA,44163,556,40679
"SNYDER COUNTY LIBRARIES, INC.",PA,18827,195,51677
PUBLIC LIBRARY FOR UNION CO,PA,96022,420,198230
JANE & ANNETTE HERR MEMORIAL LIBRARY,PA,17533,400,36143
SPALDING MEMORIAL LIBRARY,PA,23750,489,36358
GREEN FREE LIBRARY CANTON,PA,12366,63,13289
MONROETON PUBLIC LIBRARY,PA,3565,48,8683
SAYRE PUBLIC LIBRARY,PA,11596,182,20160
TOWANDA PUBLIC LIBRARY,PA,12918,84,16332
BRADFORD COUNTY LIBRARY,PA,13962,86,48924
MATHER MEMORIAL LIBRARY,PA,4108,30,6070
WYALUSING PUBLIC LIBRARY,PA,25345,219,17449
HUGHESVILLE AREA PUBLIC LIBRARY,PA,17176,110,30652
JERSEY SHORE PUBLIC LIBRARY,PA,22455,73,36524
JAMES V BROWN LIBRARY,PA,141832,805,392666
MONTGOMERY AREA PUBLIC LIBRARY,PA,12959,83,27347
MUNCY PUBLIC LIBRARY,PA,15181,172,28754
SULLIVAN COUNTY LIBRARY,PA,8772,80,14547
BLOSSBURG MEMORIAL LIBRARY,PA,9555,147,6947
ELKLAND AREA COMMUNITY LIBRARY,PA,5736,140,6622
KNOXVILLE PUBLIC LIBRARY,PA,2353,20,4181
MANSFIELD FREE PUBLIC LIBRARY,PA,6488,16,11380
GREEN FREE LIBRARY WELLSBORO,PA,31160,76,51724
WESTFIELD PUBLIC LIBRARY,PA,813,38,13765
BACK MOUNTAIN MEMORIAL LIBRARY,PA,137899,143,109188
HAZLETON AREA PUBLIC LIBRARY,PA,118608,248,60679
HOYT LIBRARY,PA,26085,2642,77222
MARIAN SUTHERLAND KIRBY LIB,PA,67942,650,50780
MILL MEMORIAL LIBRARY,PA,23252,9,36013
PITTSTON MEMORIAL LIBRARY,PA,15361,217,43599
PLYMOUTH PUBLIC LIBRARY,PA,8388,113,8663
WEST PITTSTON LIBRARY,PA,15816,218,20135
OSTERHOUT FREE LIBRARY,PA,20533,951,111964
TUNKHANNOCK PUBLIC LIBRARY,PA,73308,913,63089
CARBONDALE PUBLIC LIBRARY,PA,20158,185,42488
ABINGTON COMMUNITY LIBRARY,PA,70775,875,227816
DALTON COMMUNITY LIBRARY,PA,3640,107,30994
VALLEY COMMUNITY LIBRARY,PA,31704,444,94470
NORTH POCONO PUBLIC LIBRARY,PA,39396,251,99879
SCRANTON PUBLIC LIBRARY,PA,180077,939,498025
TAYLOR COMMUNITY LIBRARY,PA,18985,411,59997
SUS QUE CO HIST SOC & FREE LIB,PA,42800,331,100547
WAYNE COUNTY PUBLIC LIBRARY,PA,42430,474,67191
BARRETT FRIENDLY LIBRARY,PA,12098,138,27976
WESTERN POCONO COMMUNITY LIBRARY,PA,38919,404,77262
POCONO MOUNTAIN PUBLIC LIBRARY,PA,18052,324,17317
EASTERN MONROE PUBLIC LIBRARY,PA,132352,323,232734
CLYMER LIBRARY ASSOCIATION,PA,15768,210,35927
BANGOR PUBLIC LIBRARY,PA,38092,58,34519
BETHLEHEM AREA PUBLIC LIBRARY,PA,155625,1272,386736
EASTON AREA PUBLIC LIBRARY,PA,122107,534,176711
MEM LIB OF NAZARETH & VICINITY,PA,43684,444,110976
NORTHAMPTON AREA PUB LIBRARY,PA,28795,145,77612
MARY MEUSER MEMORIAL LIBRARY,PA,14050,137,31161
PIKE COUNTY PUBLIC LIBRARY,PA,34727,223,96397
DIMMICK MEMORIAL LIBRARY,PA,18364,148,21808
LEHIGHTON AREA MEMORIAL LIBRARY,PA,16188,241,24972
PALMERTON AREA LIBRARY,PA,25033,225,34429
ALLENTOWN PUBLIC LIBRARY,PA,98063,143,163255
PUBLIC LIBRARY OF CATASAUQUA,PA,6706,347,13537
COPLAY PUBLIC LIBRARY,PA,5580,66,5175
EMMAUS PUBLIC LIBRARY,PA,54951,442,116847
SOUTHERN LEHIGH PUBLIC LIBRARY,PA,38735,286,106217
SLATINGTON LIBRARY INC,PA,3723,57,16583
PARKLAND COMMUNITY LIBRARY,PA,83983,606,239919
WHITEHALL TOWNSHIP PUB LIBRARY,PA,39876,96,73714
BUCKS COUNTY FREE LIBRARY,PA,724560,1597,2029717
TWP LIB OF LOWER SOUTHAMPTON,PA,50218,278,99270
MORRISVILLE FR LIB ASSOCIATION,PA,8538,264,18506
FREE LIBRARY OF NEW HOPE & SOLEBURY,PA,26000,271,59688
FREE LIB OF NORTHAMPTON TWP,PA,59616,410,272536
RIEGELSVILLE LIBRARY,PA,5165,127,17698
SOUTHAMPTON FREE LIBRARY,PA,46958,487,94285
WARMINSTER TOWNSHIP LIBRARY,PA,77318,584,181497
VILLAGE LIBRARY OF WRIGHTSTOWN,PA,14044,259,43461
ABINGTON TWP PUBLIC LIBRARY,PA,136274,1521,399878
WISSAHICKON VALLEY PUB LIBRARY,PA,101039,877,333103
UNION LIB COMPANY OF HATBOROUGH,PA,17381,176,22457
JENKINTOWN LIBRARY,PA,16344,23,25538
HUNTINGDON VALLEY LIBRARY,PA,82642,455,160786
LOWER PROVIDENCE COM LIBRARY,PA,98215,855,228983
NARBERTH COMMUNITY LIBRARY,PA,47341,122,67093
MONT CO-NORRISTOWN PUB LIB,PA,72344,1837,589621
POTTSTOWN REGIONAL PUBLIC LIBRARY,PA,51126,604,148722
INDIAN VALLEY PUBLIC LIBRARY,PA,98785,1077,407094
UPPER DUBLIN PUBLIC LIBRARY,PA,123673,805,358070
UPPER MERION TOWNSHIP LIBRARY,PA,65881,436,219497
UPPER MORELAND FR PUB LIBRARY,PA,32097,267,187660
ATGLEN PUBLIC LIBRARY,PA,22286,193,35441
CHESTER COUNTY LIBRARY,PA,309602,1648,1486184
COATESVILLE PUBLIC LIBRARY ASSOCIATION,PA,37136,486,60295
DOWNINGTOWN LIBRARY COMPANY,PA,89279,567,182993
EASTTOWN LIBRARY,PA,95813,780,378620
HONEY BROOK COMMUNITY LIBRARY,PA,25567,252,67089
KENNETT LIBRARY,PA,76067,824,196799
MALVERN PUBLIC LIBRARY,PA,45104,217,85905
OXFORD PUBLIC LIBRARY,PA,50710,490,121452
PARKESBURG FREE LIBRARY,PA,26901,181,45898
PHOENIXVILLE PUBLIC LIBRARY,PA,88570,608,223771
SPRING CITY FR PUBLIC LIBRARY,PA,21880,274,34798
TREDYFFRIN PUBLIC LIBRARY,PA,120293,973,357047
WEST CHESTER PUBLIC LIBRARY,PA,68753,307,148861
AVON GROVE LIBRARY,PA,73794,421,140620
CHESTER SPRINGS LIBRARY,PA,19011,364,53596
ASTON PUBLIC LIBRARY,PA,53000,216,99999
J. LEWIS CROZER LIBRARY,PA,12284,209,11516
COLLINGDALE PUBLIC LIBRARY,PA,10134,35,12113
RACHEL KOHL COMMUNITY LIBRARY,PA,26400,223,130748
DARBY LIBRARY,PA,6197,64,6808
BOROUGH OF FOLCROFT PUBLIC LIBRARY,PA,6492,754,5692
GLENOLDEN LIBRARY,PA,2690,30,9693
HAVERFORD TOWNSHIP FREE LIBRARY ASSOCIATION,PA,106383,369,383542
LANSDOWNE PUBLIC LIBRARY,PA,30287,657,68465
MARY M CAMPBELL LIBRARY,PA,1536,79,2317
MEDIA UPPER PROVIDENCE FREE LIBRARY,PA,100525,414,172078
MIDDLETOWN FREE LIBRARY,PA,52000,1168,88559
HELEN KATE FURNESS FR LIBRARY,PA,28050,169,105373
NEWTOWN PUBLIC LIBRARY,PA,32560,168,129328
NORWOOD PUBLIC LIBRARY,PA,15592,101,24291
PROSPECT PARK FREE LIBRARY,PA,4964,189,14361
MEM LIBRARY OF RADNOR TWNSHP,PA,116482,406,293419
RIDLEY PARK PUBLIC LIBRARY,PA,8262,167,26411
RIDLEY TOWNSHIP PUBLIC LIBRARY,PA,61149,670,154416
SHARON HILL PUBLIC LIBRARY,PA,7511,212,2380
SPRINGFIELD TOWNSHIP LIBRARY,PA,83791,334,144337
SWARTHMORE PUBLIC LIBRARY,PA,64502,504,107781
TINICUM MEMORIAL PUB LIBRARY,PA,10435,272,18557
UPPER DARBY TOWNSHIP & SELLERS MEMORIAL FREE PUBLIC LIBRARY,PA,112970,833,236968
YEADON PUBLIC LIBRARY,PA,26103,163,22598
FREE LIBRARY OF PHILADELPHIA,PA,1407524,14159,5583263
BADEN MEMORIAL LIBRARY,PA,7722,230,15576
BEAVER AREA MEMORIAL LIBRARY,PA,70853,262,106043
CARNEGIE FREE LIBRARY-MIDLAND,PA,4017,31,48956
NEW BRIGHTON PUBLIC LIBRARY,PA,7861,105,13574
APOLLO MEMORIAL LIBRARY,PA,6005,262,5709
FORD CITY PUBLIC LIBRARY,PA,15707,351,9009
KITTANNING PUBLIC LIBRARY,PA,12000,129,15192
BLAIRSVILLE PUBLIC LIBRARY,PA,4283,102,18042
INDIANA FREE LIBRARY INC,PA,70354,291,57583
ASHLAND PUBLIC LIBRARY,PA,6354,14,6436
TRI VALLEY FREE PUBLIC LIBRARY,PA,3896,39,7945
MAHANOY CITY PUBLIC LIBRARY,PA,5733,12,2574
MINERSVILLE PUBLIC LIBRARY,PA,4093,74,2708
ORWIGSBURG AREA FR PUB LIBRARY,PA,31609,248,30563
POTTSVILLE FREE PUBLIC LIBRARY,PA,36161,335,34489
SCHUYLKILL HAVEN FR PUB LIB,PA,9563,57,12877
SHENANDOAH AREA FREE PUBLIC LIBRARY,PA,3692,19,1515
TAMAQUA PUBLIC LIBRARY,PA,12690,104,17017
TOWER-PORTER COMMUNITY LIBRARY,PA,325,1,241
TREMONT AREA FREE PUBLIC LIBRARY,PA,680,0,1905
BURGETTSTOWN COMMUNITY LIBRARY,PA,2575,80,13146
ANDREW BAYNE MEMORIAL LIBRARY,PA,18209,211,82846
BRENTWOOD LIBRARY,PA,83664,749,96040
WHITEHALL PUBLIC LIBRARY,PA,36420,1128,157741
CRANBERRY PUBLIC LIBRARY,PA,95490,591,210695
COCHRANTON AREA PUBLIC LIBRARY,PA,7422,138,12754
MEADVILLE PUBLIC LIBRARY,PA,75816,272,138473
SPRINGBORO PUBLIC LIBRARY,PA,3986,149,8261
ERIE COUNTY PUBLIC LIBRARY,PA,361747,1217,1178891
SARAH S BOVARD MEM LIBRARY,PA,3998,52,5815
MARIENVILLE AREA LIBRARY,PA,3542,44,3918
SYKESVILLE PUBLIC LIBRARY,PA,1000,7,2574
DELMONT PUBLIC LIBRARY,PA,28176,194,46584
PENN AREA LIBRARY,PA,46392,265,112183
ROSTRAVER PUBLIC LIBRARY,PA,21203,253,40695
HOLLIDAYSBURG AREA PUBLIC LIBRARY,PA,59508,428,53737
COLUMBIA PUBLIC LIBRARY,PA,27989,362,51411
KUTZTOWN COMMUNITY LIBRARY,PA,41508,263,99163
BLOOMFIELD PUBLIC LIBRARY,PA,6249,15,12914
NEWPORT PUBLIC LIBRARY,PA,10476,27,30482
ALLEN F. PIERCE FREE LIBRARY,PA,7237,41,14235
DR WILLIAM B KONKLE MEM LIB,PA,9403,14,24142
CHELTENHAM TWNSHP LIB SYSTEM,PA,107793,391,286489
LOWER MERION LIBRARY SYSTEM,PA,441144,1012,989427
FREE LIBRARY OF SPRINGFIELD TOWNSHIP,PA,93542,701,313670
WILLIAM JEANES MEM LIBRARY,PA,71984,625,185174
MARPLE PUBLIC LIBRARY,PA,68194,422,232908
B F JONES MEMORIAL LIBRARY,PA,19626,448,34067
LAUGHLIN MEMORIAL FREE LIBRARY,PA,14202,172,18622
CARNEGIE FREE LIBRARY - BEAVER FALLS,PA,34004,106,17546
MONACA PUBLIC LIBRARY,PA,1900,13,4159
ROCHESTER PUBLIC LIBRARY,PA,3831,50,4577
FRACKVILLE FREE PUBLIC LIBRARY,PA,11208,41,5370
SCHUYLKILL VALLEY COMMUNITY LIBRARY,PA,17672,246,44734
COMMUNITY LIB OF W PERRY CO,PA,520,10,3899
WEST END LIBRARY,PA,9350,232,13689
W W F COMMUNITY LIBRARY,PA,3220,5,3512
BRADDOCK CARNEGIE LIBRARY,PA,16658,672,18445
CARNEGIE LIBRARY OF HOMESTEAD,PA,86772,552,78915
WESTERN ALLEGHENY COMMUNITY LIBRARY,PA,54707,546,187526
BOYERTOWN COMMUNITY LIBRARY,PA,64549,236,178495
FLEETWOOD AREA PUBLIC LIBRARY,PA,31061,329,73129
BRANDYWINE COMMUNITY LIBRARY,PA,26741,263,62171
BURRELL TOWNSHIP LIBRARY,PA,890,92,1618
PORT CARBON PUBLIC LIBRARY,PA,5200,7,4579
HAMPTON COMMUNITY LIBRARY,PA,30065,250,159299
WYOMING FREE LIBRARY,PA,12323,51,15062
HELLERTOWN AREA LIBRARY,PA,31988,369,70176
PLUM BOROUGH LIBRARY,PA,30425,430,134207
QUARRYVILLE LIBRARY CENTER,PA,62662,481,204582
STRASBURG-HEISLER LIBRARY,PA,27518,216,133875
SOUTH FAYETTE TOWNSHIP LIBRARY,PA,32377,829,134557
LEBANON COMMUNITY LIBRARY,PA,73454,209,132880
BETHANY PUBLIC LIBRARY,PA,4024,166,5855
